Class,Start,End,Length,Date,File,Selection
Opsanus_beta,108.5875227,108.6413129,0.053790264,7/5/2018,2018-07-05T153000_0004e9e500057018_2.0.wav,15
Opsanus_beta,109.5698353,109.640275,0.070439631,7/5/2018,2018-07-05T153000_0004e9e500057018_2.0.wav,16
Opsanus_beta,115.2229359,115.2741648,0.051228823,7/5/2018,2018-07-05T153000_0004e9e500057018_2.0.wav,17
Opsanus_beta,119.5825088,119.6247725,0.042263778,7/5/2018,2018-07-05T153000_0004e9e500057018_2.0.wav,18
Opsanus_beta,125.4776655,125.5301751,0.052509543,7/5/2018,2018-07-05T153000_0004e9e500057018_2.0.wav,19
Opsanus_beta,131.8185131,131.8812684,0.062755308,7/5/2018,2018-07-05T153000_0004e9e500057018_2.0.wav,20
Cynoscion_nebulosus,47.21791081,48.59084326,1.372932452,7/5/2018,2018-07-05T154500_0004e9e500057018_2.0.wav,1
Cynoscion_nebulosus,151.0763306,151.6212162,0.544885634,8/5/2018,2018-08-05T003000_0004e9e500057018_2.0.wav,1
Cynoscion_nebulosus,151.9965608,152.1266794,0.130118652,8/5/2018,2018-08-05T003000_0004e9e500057018_2.0.wav,2
Cynoscion_nebulosus,152.4458384,152.6594294,0.213590995,8/5/2018,2018-08-05T003000_0004e9e500057018_2.0.wav,3
Unknown,276.3256278,278.0891973,1.763569549,8/5/2018,2018-08-05T004500_0004e9e500057018_2.0.wav,1
Unknown,6.040310451,8.606868415,2.566557964,8/5/2018,2018-08-05T011500_0004e9e500057018_2.0.wav,1
Cynoscion_nebulosus,29.28602017,29.51442809,0.228407918,8/5/2018,2018-08-05T023000_0004e9e500057018_2.0.wav,1
Cynoscion_nebulosus,155.9244032,157.5768523,1.652449096,8/5/2018,2018-08-05T033000_0004e9e500057018_2.0.wav,1
Cynoscion_nebulosus,11.80737458,11.97913677,0.171762194,8/5/2018,2018-08-05T040000_0004e9e500057018_2.0.wav,1
Cynoscion_nebulosus,249.2866847,249.3653337,0.078649004,8/5/2018,2018-08-05T040000_0004e9e500057018_2.0.wav,2
Cynoscion_nebulosus,250.3004409,250.9847776,0.68433674,8/5/2018,2018-08-05T040000_0004e9e500057018_2.0.wav,4
Opsanus_beta,97.04592351,97.19955483,0.153631319,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,1
Opsanus_beta,101.3401233,104.4037125,3.063589248,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,3
Opsanus_beta,104.7735748,104.9651621,0.191587292,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,4
Opsanus_beta,105.5695859,106.001561,0.431975121,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,5
Opsanus_beta,106.9888292,107.5925099,0.603680713,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,6
Opsanus_beta,119.2508661,119.4189569,0.168090738,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,7
Opsanus_beta,176.1462489,177.521701,1.375452164,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,8
Opsanus_beta,178.3178962,179.1222013,0.804305142,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,9
Opsanus_beta,179.8394287,180.6238522,0.784423442,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,10
Opsanus_beta,181.8899964,182.0436277,0.153631319,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,11
Opsanus_beta,183.5423888,183.6978276,0.155438746,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,12
Opsanus_beta,184.9807618,185.1235486,0.142786756,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,13
Opsanus_beta,190.4265217,190.5819604,0.155438747,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,14
Opsanus_beta,191.337465,191.5127855,0.175320446,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,15
Opsanus_beta,199.825713,201.192128,1.366415028,8/5/2018,2018-08-05T041500_0004e9e500057018_2.0.wav,16
Opsanus_beta,171.6589415,173.6117928,1.952851369,8/5/2018,2018-08-05T043000_0004e9e500057018_2.0.wav,2
Opsanus_beta,244.8990811,248.7945595,3.895478386,8/5/2018,2018-08-05T043000_0004e9e500057018_2.0.wav,3
Opsanus_beta,6.529910495,6.632104458,0.102193963,8/5/2018,2018-08-05T050000_0004e9e500057018_2.0.wav,1
Opsanus_beta,162.8858174,163.0416632,0.155845794,8/5/2018,2018-08-05T050000_0004e9e500057018_2.0.wav,2
Opsanus_beta,239.1049116,240.2954713,1.190559665,8/5/2018,2018-08-05T050000_0004e9e500057018_2.0.wav,3
Unknown,248.5178431,248.9368384,0.418995248,8/5/2018,2018-08-05T050000_0004e9e500057018_2.0.wav,4
Unknown,271.8038588,272.0184661,0.214607321,8/5/2018,2018-08-05T050000_0004e9e500057018_2.0.wav,5
Unknown,272.8283533,273.1911418,0.362788568,8/5/2018,2018-08-05T050000_0004e9e500057018_2.0.wav,6
Opsanus_beta,126.4700851,126.8868406,0.416755479,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,1
Opsanus_beta,133.363455,133.5015212,0.138066233,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,2
Opsanus_beta,135.1875793,135.2975209,0.10994163,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,3
Opsanus_beta,139.1088297,139.3108155,0.201985785,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,4
Unknown,140.699713,141.0423218,0.342608799,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,6
Opsanus_beta,144.1258025,144.2868798,0.161077271,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,7
Opsanus_beta,147.1453636,147.2527485,0.107384848,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,8
Opsanus_beta,149.1814184,149.304144,0.12272554,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,9
Opsanus_beta,154.8455485,154.9708308,0.125282322,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,10
Opsanus_beta,157.6594209,158.5057157,0.846294869,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,11
Opsanus_beta,160.246321,160.3562626,0.109941629,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,12
Opsanus_beta,161.8783952,162.0011207,0.12272554,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,13
Opsanus_beta,163.3204203,163.4405891,0.120168757,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,14
Opsanus_beta,165.9908305,166.149351,0.158520489,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,15
Opsanus_beta,173.5293747,173.7236901,0.194315438,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,16
Opsanus_beta,179.8110908,179.9491571,0.138066233,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,17
Opsanus_beta,182.6491204,182.8050841,0.155963707,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,19
Opsanus_beta,186.2107194,186.4075916,0.196872221,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,20
Opsanus_beta,187.7675187,187.8570061,0.089487373,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,21
Opsanus_beta,190.4751524,190.6311161,0.155963707,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,22
Opsanus_beta,194.9943985,195.1043401,0.109941629,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,23
Opsanus_beta,197.5000464,197.6355558,0.13550945,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,24
Opsanus_beta,199.7267406,199.8545798,0.127839104,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,25
Opsanus_beta,202.6119025,202.7525255,0.140623015,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,26
Opsanus_beta,210.0052735,210.1228855,0.117611976,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,27
Opsanus_beta,211.9722862,212.2254076,0.253121427,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,28
Opsanus_beta,214.4816371,214.612033,0.130395887,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,29
Opsanus_beta,217.8102684,217.9611186,0.150850143,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,30
Opsanus_beta,225.2533645,225.3914307,0.138066232,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,31
Opsanus_beta,231.9756944,232.1265445,0.150850143,8/5/2018,2018-08-05T051500_0004e9e500057018_2.0.wav,32
Bairdiella_chrysoura,76.07866366,77.10560087,1.026937209,8/5/2018,2018-08-05T053000_0004e9e500057018_2.0.wav,1
Bairdiella_chrysoura,47.52749059,48.01159932,0.484108732,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,1
Bairdiella_chrysoura,48.29700671,48.67995839,0.382951684,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,3
Bairdiella_chrysoura,49.42293521,49.81672515,0.393789938,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,4
Bairdiella_chrysoura,53.8359978,54.255077,0.4190792,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,7
Bairdiella_chrysoura,55.86997702,56.85625824,0.986281222,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,8
Bairdiella_chrysoura,58.1358905,58.57303346,0.43714296,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,9
Bairdiella_chrysoura,60.30173516,60.72442712,0.422691952,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,12
Bairdiella_chrysoura,62.38999653,63.55691534,1.166918808,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,13
Bairdiella_chrysoura,64.64796636,65.31993819,0.671971821,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,14
Bairdiella_chrysoura,74.39370318,74.85974815,0.466044973,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,15
Bairdiella_chrysoura,82.9693739,83.46432089,0.494946987,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,16
Opsanus_beta,129.1926611,130.0127558,0.820094643,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,17
Bairdiella_chrysoura,169.2399248,169.760161,0.520236249,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,18
Opsanus_beta,175.4878088,176.3801585,0.892349677,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,19
Opsanus_beta,206.6643578,207.506129,0.841771153,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,20
Bairdiella_chrysoura,205.4179585,205.8370377,0.4190792,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,21
Bairdiella_chrysoura,274.6800379,275.1244064,0.444368462,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,22
Bairdiella_chrysoura,283.2352067,283.6940262,0.45881947,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,23
Bairdiella_chrysoura,287.5607923,288.1388326,0.578040276,8/5/2018,2018-08-05T054500_0004e9e500057018_2.0.wav,24
Cynoscion_nebulosus,142.0836686,142.2680191,0.184350434,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,4
Opsanus_beta,93.88803927,94.70496472,0.81692545,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,3
Opsanus_beta,232.7901779,233.7300036,0.939825739,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,5
Opsanus_beta,241.8984009,242.7225558,0.824154879,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,6
Unknown,76.8966691,76.9725781,0.075909002,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,2
Unknown,257.3203592,257.7685838,0.448224583,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,7
Unknown,258.715639,259.5795557,0.863916737,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,8
Unknown,261.7106501,262.7155407,1.004890598,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,9
Bairdiella_chrysoura,272.0763774,273.739146,1.662768615,8/5/2018,2018-08-05T060000_0004e9e500057018_2.0.wav,11
Bairdiella_chrysoura,51.76161679,52.65621296,0.894596168,8/5/2018,2018-08-05T061500_0004e9e500057018_2.0.wav,2
Cynoscion_nebulosus,67.41563034,67.73768496,0.32205462,8/5/2018,2018-08-05T061500_0004e9e500057018_2.0.wav,3
Unknown,129.214901,129.4598561,0.244955075,8/5/2018,2018-08-05T061500_0004e9e500057018_2.0.wav,4
Unknown,17.00804432,17.26372749,0.255683164,8/5/2018,2018-08-05T063000_0004e9e500057018_2.0.wav,1
Opsanus_beta,20.67610793,20.77455199,0.098444054,8/5/2018,2018-08-05T064500_0004e9e500057018_2.0.wav,1
Opsanus_beta,34.88734888,34.98579293,0.098444054,8/5/2018,2018-08-05T064500_0004e9e500057018_2.0.wav,2
Opsanus_beta,36.37976073,36.46245374,0.082693005,8/5/2018,2018-08-05T064500_0004e9e500057018_2.0.wav,3
Opsanus_beta,78.23868586,78.35288097,0.114195102,8/5/2018,2018-08-05T064500_0004e9e500057018_2.0.wav,4
Opsanus_beta,10.29433549,10.66806667,0.373731179,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,1
Opsanus_beta,51.34069149,51.69456256,0.353871068,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,2
Opsanus_beta,69.43030612,70.25540346,0.825097338,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,3
Opsanus_beta,90.08043984,90.19779504,0.117355201,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,4
Opsanus_beta,98.30172279,98.52921133,0.227488543,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,5
Opsanus_beta,102.3774917,102.9371857,0.559694036,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,6
Opsanus_beta,123.5385719,124.1668736,0.628301692,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,7
Opsanus_beta,153.024334,153.4359799,0.411645936,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,8
Opsanus_beta,190.7482693,191.3296289,0.581359611,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,9
Opsanus_beta,198.9292498,199.2939536,0.364703856,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,10
Opsanus_beta,211.1233991,211.3129729,0.189573787,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,11
Opsanus_beta,215.7358605,216.2431961,0.507335562,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,12
Opsanus_beta,225.0108668,225.8287423,0.817875478,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,13
Opsanus_beta,250.0460592,250.5317291,0.485669987,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,14
Opsanus_beta,291.45219,291.6146818,0.162491817,8/5/2018,2018-08-05T070000_0004e9e500057018_2.0.wav,15
Opsanus_beta,7.865074596,8.414639034,0.549564438,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,1
Opsanus_beta,23.87600002,24.02062224,0.144622221,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,2
Opsanus_beta,33.31601356,34.03189355,0.715879993,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,3
Opsanus_beta,43.47469421,44.49428087,1.019586656,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,4
Opsanus_beta,56.06138045,56.67602489,0.614644438,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,5
Unknown,72.6300318,72.83250291,0.202471109,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,6
Opsanus_beta,99.86890851,100.7221796,0.853271102,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,7
Opsanus_beta,108.2231206,108.8233028,0.600182216,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,8
Opsanus_beta,145.023292,145.5800875,0.556795549,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,9
Opsanus_beta,153.6678924,154.0149858,0.34709333,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,10
Opsanus_beta,182.3415281,183.4045015,1.062973322,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,11
Opsanus_beta,187.0995992,187.5262347,0.426635551,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,12
Opsanus_beta,230.3668609,231.5383008,1.171439988,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,13
Opsanus_beta,257.4093719,258.132483,0.723111104,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,14
Opsanus_beta,283.4107919,283.7795786,0.368786663,8/5/2018,2018-08-05T071500_0004e9e500057018_2.0.wav,15
Opsanus_beta,0.112496231,0.859062126,0.746565895,8/5/2018,2018-08-05T073000_0004e9e500057018_2.0.wav,1
Opsanus_beta,126.9613921,127.3755828,0.414190668,8/5/2018,2018-08-05T073000_0004e9e500057018_2.0.wav,2
Opsanus_beta,225.2157374,226.2588843,1.043146867,8/5/2018,2018-08-05T073000_0004e9e500057018_2.0.wav,3
Bairdiella_chrysoura,129.1660316,130.1189098,0.952878216,8/5/2018,2018-08-05T081500_0004e9e500057018_2.0.wav,1
Opsanus_beta,242.0787405,243.089369,1.010628411,8/5/2018,2018-08-05T081500_0004e9e500057018_2.0.wav,2
Opsanus_beta,3.521755891,4.273835178,0.752079287,8/5/2018,2018-08-05T083000_0004e9e500057018_2.0.wav,1
Opsanus_beta,16.25200711,16.38940621,0.1373991,8/5/2018,2018-08-05T083000_0004e9e500057018_2.0.wav,2
Opsanus_beta,41.89329555,42.70322708,0.809931539,8/5/2018,2018-08-05T083000_0004e9e500057018_2.0.wav,3
Opsanus_beta,193.6246894,194.4635471,0.838857666,8/5/2018,2018-08-05T083000_0004e9e500057018_2.0.wav,4
Opsanus_beta,9.216823712,9.910049769,0.693226057,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,1
Opsanus_beta,63.49406188,64.25688895,0.762827067,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,2
Opsanus_beta,81.88356612,82.09793723,0.21437111,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,3
Bairdiella_chrysoura,111.9394833,112.3208969,0.381413534,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,4
Opsanus_beta,152.3688234,153.1511388,0.782315349,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,5
Opsanus_beta,200.0947689,200.9383331,0.843564238,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,6
Opsanus_beta,214.9485175,215.3772597,0.42874222,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,7
Opsanus_beta,238.6639442,238.9117238,0.247779594,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,8
Opsanus_beta,254.5513657,254.8019293,0.250563635,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,9
Opsanus_beta,282.4019061,282.7248548,0.322948685,8/5/2018,2018-08-05T090000_0004e9e500057018_2.0.wav,10
Opsanus_beta,57.3160248,58.13405649,0.818031684,8/5/2018,2018-08-05T091500_0004e9e500057018_2.0.wav,1
Opsanus_beta,67.36094128,67.77830438,0.417363105,8/5/2018,2018-08-05T091500_0004e9e500057018_2.0.wav,2
Cynoscion_nebulosus,168.9323792,170.1900334,1.257654154,8/5/2018,2018-08-05T091500_0004e9e500057018_2.0.wav,3
Opsanus_beta,272.3067168,272.9244142,0.617697394,8/5/2018,2018-08-05T091500_0004e9e500057018_2.0.wav,4
Opsanus_beta,236.6261668,237.7624078,1.136240925,8/5/2018,2018-08-05T093000_0004e9e500057018_2.0.wav,1
Opsanus_beta,177.3419393,178.3029209,0.960981636,8/5/2018,2018-08-05T094500_0004e9e500057018_2.0.wav,1
Opsanus_beta,199.7501612,200.6875121,0.93735094,8/5/2018,2018-08-05T094500_0004e9e500057018_2.0.wav,2
Bairdiella_chrysoura,249.5088988,250.7692026,1.260303785,8/5/2018,2018-08-05T094500_0004e9e500057018_2.0.wav,4
Opsanus_beta,265.0752519,265.4848506,0.40959873,8/5/2018,2018-08-05T094500_0004e9e500057018_2.0.wav,5
Opsanus_beta,284.5436514,284.7169432,0.17329177,8/5/2018,2018-08-05T094500_0004e9e500057018_2.0.wav,6
Opsanus_beta,4.220441533,5.467643253,1.24720172,8/5/2018,2018-08-05T100000_0004e9e500057018_2.0.wav,1
Cynoscion_nebulosus,85.52689757,87.64338375,2.11648618,8/5/2018,2018-08-05T101500_0004e9e500057018_2.0.wav,1
Bairdiella_chrysoura,128.0903605,129.159743,1.069382491,8/5/2018,2018-08-05T101500_0004e9e500057018_2.0.wav,2
Bairdiella_chrysoura,167.7070021,170.425016,2.718013832,8/5/2018,2018-08-05T101500_0004e9e500057018_2.0.wav,3
Opsanus_beta,188.0074971,189.032322,1.024824887,8/5/2018,2018-08-05T101500_0004e9e500057018_2.0.wav,4
Opsanus_beta,260.9557597,261.3456387,0.389879034,8/5/2018,2018-08-05T101500_0004e9e500057018_2.0.wav,5
Opsanus_beta,266.99979,267.8463845,0.846594472,8/5/2018,2018-08-05T101500_0004e9e500057018_2.0.wav,6
Cynoscion_nebulosus,63.65883316,65.19434195,1.535508792,8/5/2018,2018-08-05T103000_0004e9e500057018_2.0.wav,1
Opsanus_beta,89.85501456,91.12347835,1.268463785,8/5/2018,2018-08-05T103000_0004e9e500057018_2.0.wav,2
Bairdiella_chrysoura,28.53464451,29.10177022,0.567125708,8/5/2018,2018-08-05T104500_0004e9e500057018_2.0.wav,1
Unknown,111.784443,112.1517296,0.367286659,8/5/2018,2018-08-05T124500_0004e9e500057018_2.0.wav,1
Opsanus_beta,92.55538195,93.54394628,0.988564335,8/5/2018,2018-08-05T130000_0004e9e500057018_2.0.wav,1
